Utility,Year,Month,Zip Code,Payment Agreement Customer Count
Avista,2025,5,99128,4
Avista,2025,2,99109,42
Avista,2025,11,99016,151
Avista,2025,10,99158,6
Avista,2025,11,99173,23
Avista,2025,5,99012,9
Avista,2025,6,99208,556
Avista,2025,3,99114,159
Avista,2025,5,99130,10
Avista,2025,6,99202,253
Avista,2025,3,99027,64
Avista,2025,4,99174,5
Avista,2025,3,99018,5
Avista,2025,4,99027,63
Avista,2025,1,99008,7
Avista,2025,10,99005,43
Avista,2025,9,99114,121
Avista,2025,4,99021,70
Avista,2025,9,99402,20
Avista,2025,3,99206,322
Avista,2025,11,99402,8
Avista,2025,2,99158,4
Avista,2025,11,99021,52
Avista,2025,9,99169,25
Avista,2025,12,99109,31
Avista,2025,4,99022,70
Avista,2025,11,99001,43
Avista,2025,5,99146,2
Avista,2025,4,99403,199
Avista,2025,10,99006,73
Avista,2025,8,99016,144
Avista,2025,6,99029,8
Avista,2025,8,99212,235
Avista,2025,1,99109,35
Avista,2025,10,99103,3
Avista,2025,2,99344,103
Avista,2025,10,99039,1
Avista,2025,6,99148,25
Avista,2025,6,99103,6
Avista,2025,4,99129,12
Avista,2025,6,99171,12
Avista,2025,11,99174,2
Avista,2025,9,99223,265
Avista,2025,1,99129,11
Avista,2025,3,99207,550
Avista,2025,1,99027,39
Avista,2025,6,99161,12
Avista,2025,12,99216,256
Avista,2025,7,99167,8
Avista,2025,3,99212,295
Avista,2025,6,98620,8
Avista,2025,6,99008,3
Avista,2025,7,99003,26
Avista,2025,12,99021,60
Avista,2025,7,99170,7
Avista,2025,11,99137,4
Avista,2025,5,99040,17
Avista,2025,7,99161,11
Avista,2025,12,99171,6
Avista,2025,5,99181,22
Avista,2025,11,99103,3
Avista,2025,2,99141,69
Avista,2025,4,99037,47
Avista,2025,9,99207,476
Avista,2025,2,99004,51
Avista,2025,4,99157,13
